config_id,level_type,session_window,wick_to_body_min,max_trades_per_day,entry_type,sl_model,target_model
V49_7B_0160,ASIA_HL,07:00-10:00,1.5,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0161,ASIA_HL,09:00-12:00,2.5,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0162,ASIA_HL,07:00-10:00,2.5,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0163,ASIA_HL,08:00-11:00,1.5,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0164,ASIA_HL,09:00-12:00,2.0,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0165,LONDON_HL,09:00-12:00,2.0,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0166,LONDON_HL,07:00-10:00,2.5,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0167,ASIA_HL,09:00-12:00,2.0,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0168,LONDON_HL,07:00-10:00,2.2,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0169,LONDON_HL,09:00-12:00,3.0,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0170,ASIA_HL,07:00-10:00,2.2,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0171,LONDON_HL,07:00-10:00,3.0,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0172,LONDON_HL,08:00-11:00,1.8,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0173,LONDON_HL,08:00-11:00,1.8,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0174,ASIA_HL,07:00-10:00,1.5,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0175,LONDON_HL,08:00-11:00,2.0,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0176,LONDON_HL,09:00-12:00,1.8,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0177,LONDON_HL,07:00-10:00,2.2,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0178,ASIA_HL,07:00-10:00,1.5,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0179,ASIA_HL,07:00-10:00,3.0,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0180,ASIA_HL,09:00-12:00,3.0,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0181,ASIA_HL,09:00-12:00,1.8,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0182,LONDON_HL,08:00-11:00,2.0,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0183,ASIA_HL,07:00-10:00,2.0,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0184,ASIA_HL,09:00-12:00,2.0,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0185,ASIA_HL,07:00-10:00,2.0,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0186,ASIA_HL,08:00-11:00,2.5,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0187,LONDON_HL,09:00-12:00,1.8,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0188,ASIA_HL,08:00-11:00,2.0,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0189,ASIA_HL,07:00-10:00,2.0,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0190,LONDON_HL,08:00-11:00,1.8,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0191,ASIA_HL,09:00-12:00,2.5,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0192,ASIA_HL,09:00-12:00,1.5,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0193,ASIA_HL,07:00-10:00,3.0,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0194,LONDON_HL,08:00-11:00,1.8,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0195,LONDON_HL,07:00-10:00,1.8,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0196,ASIA_HL,09:00-12:00,2.2,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0197,ASIA_HL,08:00-11:00,3.0,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0198,ASIA_HL,09:00-12:00,1.5,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0199,LONDON_HL,09:00-12:00,2.2,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0200,LONDON_HL,08:00-11:00,2.2,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0201,LONDON_HL,09:00-12:00,1.5,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0202,ASIA_HL,08:00-11:00,2.0,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0203,ASIA_HL,07:00-10:00,1.5,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0204,ASIA_HL,07:00-10:00,3.0,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0205,ASIA_HL,08:00-11:00,2.0,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0206,LONDON_HL,09:00-12:00,2.2,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0207,ASIA_HL,09:00-12:00,2.2,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0208,ASIA_HL,09:00-12:00,2.2,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0209,ASIA_HL,09:00-12:00,3.0,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0210,ASIA_HL,07:00-10:00,2.0,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0211,LONDON_HL,08:00-11:00,3.0,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0212,LONDON_HL,07:00-10:00,2.0,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0213,LONDON_HL,09:00-12:00,2.0,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0214,ASIA_HL,09:00-12:00,2.2,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0215,LONDON_HL,07:00-10:00,1.5,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0216,LONDON_HL,07:00-10:00,2.2,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0217,LONDON_HL,08:00-11:00,2.2,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0218,ASIA_HL,08:00-11:00,2.2,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0219,ASIA_HL,07:00-10:00,3.0,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0220,ASIA_HL,08:00-11:00,3.0,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0221,LONDON_HL,08:00-11:00,2.0,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0222,ASIA_HL,07:00-10:00,2.2,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0223,ASIA_HL,08:00-11:00,2.2,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0224,LONDON_HL,08:00-11:00,2.2,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0225,ASIA_HL,08:00-11:00,2.0,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0226,LONDON_HL,07:00-10:00,3.0,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0227,LONDON_HL,07:00-10:00,2.0,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0228,LONDON_HL,09:00-12:00,3.0,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0229,LONDON_HL,08:00-11:00,3.0,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0230,ASIA_HL,08:00-11:00,2.0,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0231,ASIA_HL,07:00-10:00,1.8,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0232,LONDON_HL,08:00-11:00,3.0,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0233,LONDON_HL,07:00-10:00,1.5,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0234,ASIA_HL,08:00-11:00,2.5,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0235,ASIA_HL,07:00-10:00,1.5,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0236,LONDON_HL,08:00-11:00,2.0,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0237,LONDON_HL,07:00-10:00,2.2,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0238,ASIA_HL,08:00-11:00,3.0,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0239,LONDON_HL,08:00-11:00,1.8,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0240,LONDON_HL,09:00-12:00,3.0,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0241,ASIA_HL,08:00-11:00,3.0,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0242,ASIA_HL,08:00-11:00,3.0,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0243,ASIA_HL,09:00-12:00,2.0,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0244,LONDON_HL,07:00-10:00,2.0,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0245,ASIA_HL,08:00-11:00,2.0,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0246,LONDON_HL,09:00-12:00,2.0,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0247,ASIA_HL,09:00-12:00,3.0,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0248,LONDON_HL,07:00-10:00,2.5,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0249,LONDON_HL,07:00-10:00,3.0,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0250,ASIA_HL,07:00-10:00,1.5,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0251,ASIA_HL,07:00-10:00,2.5,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0252,LONDON_HL,08:00-11:00,3.0,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0253,ASIA_HL,08:00-11:00,1.8,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0254,ASIA_HL,09:00-12:00,3.0,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0255,LONDON_HL,09:00-12:00,2.0,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0256,LONDON_HL,09:00-12:00,2.2,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0257,LONDON_HL,08:00-11:00,1.5,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0258,LONDON_HL,09:00-12:00,2.0,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0259,ASIA_HL,07:00-10:00,2.5,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0260,ASIA_HL,07:00-10:00,1.5,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0261,ASIA_HL,08:00-11:00,1.5,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0262,LONDON_HL,09:00-12:00,3.0,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0263,ASIA_HL,08:00-11:00,1.8,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0264,ASIA_HL,08:00-11:00,3.0,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0265,ASIA_HL,08:00-11:00,2.2,2,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0266,ASIA_HL,07:00-10:00,2.0,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0267,LONDON_HL,08:00-11:00,2.2,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0268,LONDON_HL,09:00-12:00,2.0,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0269,LONDON_HL,09:00-12:00,3.0,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0270,ASIA_HL,09:00-12:00,1.5,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0271,LONDON_HL,08:00-11:00,1.5,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0272,LONDON_HL,09:00-12:00,3.0,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0273,ASIA_HL,07:00-10:00,2.5,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0274,LONDON_HL,08:00-11:00,2.0,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0275,ASIA_HL,08:00-11:00,2.5,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0276,ASIA_HL,07:00-10:00,2.0,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0277,LONDON_HL,09:00-12:00,3.0,3,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0278,ASIA_HL,09:00-12:00,2.2,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0279,ASIA_HL,07:00-10:00,2.2,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0280,ASIA_HL,09:00-12:00,3.0,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0281,LONDON_HL,09:00-12:00,2.0,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0282,ASIA_HL,07:00-10:00,2.5,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0283,LONDON_HL,08:00-11:00,1.5,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0284,ASIA_HL,09:00-12:00,2.2,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0285,LONDON_HL,09:00-12:00,2.0,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0286,ASIA_HL,07:00-10:00,2.2,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0287,ASIA_HL,09:00-12:00,2.2,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0288,ASIA_HL,09:00-12:00,1.8,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0289,LONDON_HL,07:00-10:00,1.8,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0290,LONDON_HL,07:00-10:00,2.0,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0291,ASIA_HL,07:00-10:00,1.8,1,NEXT_OPEN,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0292,ASIA_HL,08:00-11:00,2.5,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0293,ASIA_HL,09:00-12:00,2.0,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0294,ASIA_HL,07:00-10:00,1.8,3,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0295,LONDON_HL,08:00-11:00,1.8,3,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0296,LONDON_HL,07:00-10:00,2.5,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0297,LONDON_HL,08:00-11:00,1.5,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0298,ASIA_HL,08:00-11:00,3.0,1,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0299,LONDON_HL,07:00-10:00,1.8,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.5R
V49_7B_0300,ASIA_HL,09:00-12:00,1.8,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0301,LONDON_HL,07:00-10:00,1.8,2,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0302,LONDON_HL,07:00-10:00,1.8,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0303,ASIA_HL,08:00-11:00,2.5,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0304,LONDON_HL,08:00-11:00,2.0,3,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0305,ASIA_HL,08:00-11:00,3.0,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0306,LONDON_HL,07:00-10:00,2.5,2,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_1.5R
V49_7B_0307,ASIA_HL,07:00-10:00,3.0,3,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0308,LONDON_HL,09:00-12:00,2.2,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.5R
V49_7B_0309,ASIA_HL,09:00-12:00,1.8,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0310,ASIA_HL,09:00-12:00,1.5,1,MIDPOINT_STOP,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0311,LONDON_HL,08:00-11:00,3.0,1,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0312,ASIA_HL,09:00-12:00,1.8,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0313,ASIA_HL,07:00-10:00,1.8,3,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.5R
V49_7B_0314,LONDON_HL,07:00-10:00,1.5,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_1.5R
V49_7B_0315,ASIA_HL,08:00-11:00,1.5,1,MIDPOINT_STOP,WICK_EXTREME_1.5P,FIXED_1.5R
V49_7B_0316,LONDON_HL,08:00-11:00,2.5,2,MIDPOINT_STOP,MICROSTRUCTURE_SAFE,FIXED_2.0R
V49_7B_0317,LONDON_HL,08:00-11:00,2.2,2,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_2.0R
V49_7B_0318,LONDON_HL,09:00-12:00,2.5,2,NEXT_OPEN,WICK_EXTREME_2.0P,FIXED_2.0R
V49_7B_0319,LONDON_HL,08:00-11:00,2.0,1,NEXT_OPEN,WICK_EXTREME_1.5P,FIXED_1.5R
